Age,Attendance_Percentage,Sleep_Hours,Stress_Level,Academic_Score,Family_Support_Score,Monthly_Expense,Screen_Time_Hours,Experimentation,Academic_Performance_Decline,Social_Isolation,Financial_Issues,Physical_Mental_Health_Problems,Legal_Consequences,Relationship_Strain,Risk_Taking_Behavior,Withdrawal_Symptoms,Denial_and_Resistance_to_Treatment,Addiction_Class
20,71.8,,5,71.2,4.0,11918,6.5,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No
19,79.1,9.3,8,79.7,2.0,9837,5.3,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
21,73.5,7.0,5,70.4,4.0,14012,4.4,No,No,No,No,No,No,No,Yes,No,Yes,No
20,72.8,6.9,3,62.6,8.0,11441,3.4,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No
18,78.0,6.6,2,80.5,4.0,3514,4.6,Yes,No,Yes,No,No,No,Yes,No,No,No,No
28,73.1,7.0,4,65.8,6.0,12770,8.0,No,Yes,No,No,Yes,No,No,No,No,No,No
26,78.8,8.1,3,84.6,4.0,17645,7.1,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
22,75.0,7.1,7,62.1,10.0,10617,5.5,Yes,Yes,No,No,No,No,No,No,No,No,No
19,60.9,7.0,10,69.8,8.0,21081,3.9,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
25,58.6,7.9,5,82.5,8.0,16875,4.9,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes
22,70.3,7.0,1,74.0,5.0,8380,3.5,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No
22,57.9,6.7,4,57.8,4.0,21926,7.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
23,89.8,6.2,4,72.9,1.0,7855,3.9,No,No,No,Yes,Yes,No,Yes,No,No,No,No
28,86.6,5.0,7,51.8,9.0,3230,6.4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
21,97.3,6.6,1,50.3,9.0,2707,8.0,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No
28,79.1,6.5,2,57.7,1.0,10546,7.8,No,No,Yes,,No,Yes,No,Yes,Yes,Yes,Yes
24,69.9,7.2,6,62.6,2.0,20108,4.1,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
24,81.4,5.9,7,56.7,3.0,18579,7.7,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes
21,70.2,7.2,8,62.3,6.0,2940,4.3,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
28,75.6,7.4,7,73.0,8.0,9468,9.6,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes
28,70.4,7.5,2,61.8,3.0,4771,4.5,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No
21,79.0,5.0,5,75.6,3.0,10794,3.8,No,Yes,No,,No,No,No,Yes,No,No,No
25,79.9,5.8,8,,3.0,21972,3.9,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
23,,6.2,8,57.0,9.0,10079,4.7,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
18,67.7,6.0,6,50.5,2.0,11761,7.1,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No
25,53.6,7.9,5,72.4,9.0,16669,9.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
22,68.3,5.7,4,65.4,5.0,13619,7.3,No,No,No,No,No,No,Yes,Yes,No,No,No
18,53.9,6.2,2,66.2,5.0,15050,7.8,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No
27,90.0,5.3,3,57.7,10.0,13038,7.6,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
26,65.8,5.8,1,83.6,2.0,4209,7.6,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
28,44.9,6.2,10,63.6,1.0,13922,8.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
25,66.9,5.6,10,49.1,8.0,15399,6.4,Yes,No,No,No,No,No,No,No,No,No,Yes
19,63.8,7.0,4,80.4,3.0,20834,7.4,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes
25,71.5,6.0,4,51.6,7.0,16619,4.5,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
20,75.7,7.7,6,79.5,4.0,17820,6.0,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No
25,66.9,6.6,8,72.1,8.0,2271,4.2,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
28,83.3,8.3,10,62.9,8.0,7208,2.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
18,71.3,7.7,10,52.8,4.0,17862,3.7,Yes,No,No,Yes,No,Yes,No,No,No,No,No
26,50.7,7.3,7,,1.0,17201,6.1,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
19,69.5,6.0,9,67.4,10.0,20892,8.3,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes
27,88.1,7.0,1,81.8,10.0,8799,3.7,No,Yes,No,Yes,No,No,No,Yes,No,No,No
24,71.4,5.3,2,66.4,3.0,15490,4.1,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes
25,63.2,5.4,6,51.3,3.0,5210,5.5,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes
24,84.0,6.3,10,52.5,3.0,21868,4.9,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
19,65.0,8.0,6,53.4,5.0,19660,4.3,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes
19,88.8,3.0,5,50.4,1.0,20984,5.7,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
27,69.3,4.7,1,58.1,6.0,18978,11.4,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No
26,79.6,,9,60.0,3.0,10733,5.0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
26,79.2,4.1,3,74.5,5.0,19978,4.1,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
19,75.8,7.3,4,58.4,,8757,7.2,No,Yes,,Yes,No,Yes,Yes,Yes,Yes,No,Yes
20,88.4,7.7,7,65.1,3.0,12492,3.7,Yes,No,Yes,No,No,No,Yes,No,No,No,No
26,62.4,6.9,8,63.5,7.0,6855,4.6,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No
24,85.3,5.9,2,,9.0,4657,5.9,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes
20,75.8,6.9,5,64.3,3.0,12787,5.7,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes
23,73.8,8.0,5,82.4,1.0,13725,6.9,No,No,No,No,Yes,Yes,No,Yes,No,No,No
28,71.3,5.6,10,63.2,10.0,7494,5.9,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes
19,52.1,5.9,10,62.1,2.0,7094,3.8,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
27,81.4,7.7,6,63.3,,4629,4.4,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No
28,72.4,5.5,2,62.7,9.0,2616,4.1,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No
24,82.5,8.3,9,67.5,3.0,13528,7.4,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No
24,86.1,8.4,8,62.8,8.0,7450,5.1,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
17,60.4,7.5,6,,1.0,13090,6.9,No,No,No,,Yes,No,Yes,Yes,No,No,No
21,71.9,4.7,8,40.5,6.0,21493,8.8,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes
20,59.4,8.0,6,56.2,5.0,18742,5.2,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No
20,70.4,7.6,7,71.9,10.0,10280,4.0,No,No,No,Yes,No,Yes,No,No,No,No,No
24,64.9,8.7,7,83.1,5.0,12423,5.9,No,No,No,No,No,No,No,Yes,Yes,No,No
27,89.8,7.3,1,73.3,3.0,7660,6.7,No,No,No,Yes,No,No,Yes,Yes,No,No,No
17,58.4,,6,68.3,1.0,3311,7.7,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes
17,46.6,8.7,5,62.1,4.0,3525,3.5,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes
27,68.3,4.7,1,76.7,9.0,17153,3.8,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
20,68.9,5.4,2,62.3,10.0,13203,3.7,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
20,52.8,7.4,7,65.7,10.0,6261,2.9,Yes,No,No,No,Yes,No,No,No,No,Yes,No
21,100.0,8.2,8,59.1,1.0,4746,4.7,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
21,65.5,8.3,7,35.5,1.0,7170,6.5,No,No,No,,No,No,Yes,Yes,No,No,Yes
28,56.2,5.3,5,60.8,7.0,9267,8.6,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
22,72.9,7.9,1,46.3,8.0,6149,7.5,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
19,86.6,5.3,8,86.2,2.0,3623,8.1,Yes,Yes,Yes,,No,No,No,Yes,No,Yes,Yes
17,70.3,6.6,8,58.7,2.0,16140,6.8,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
21,88.4,7.0,5,45.8,8.0,20625,4.0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No
23,82.0,9.4,4,81.7,5.0,6494,3.9,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
22,,5.2,1,65.4,8.0,10309,5.5,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No
23,77.9,3.5,3,68.4,10.0,14685,7.1,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No
24,65.2,6.7,4,66.7,7.0,14800,4.5,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes
23,71.0,8.0,2,63.1,5.0,17653,5.9,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
19,61.3,6.9,5,76.5,3.0,9034,2.1,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes
22,65.6,6.1,8,63.7,6.0,19930,9.0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
18,64.7,4.7,2,71.4,4.0,15242,4.5,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No
28,79.1,5.5,8,52.2,4.0,17695,5.9,No,No,No,Yes,Yes,No,No,No,No,Yes,No
17,62.0,5.4,7,,3.0,9036,6.3,No,Yes,Yes,No,No,No,No,No,No,No,Yes
24,78.3,6.7,6,95.1,8.0,2193,5.5,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
25,100.0,6.8,2,57.0,1.0,2418,6.6,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No
26,63.7,7.6,3,92.4,10.0,12108,5.5,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No
22,83.9,6.4,5,51.3,9.0,20311,6.8,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
25,65.3,8.7,7,69.0,2.0,12706,8.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
19,55.0,7.8,2,44.8,7.0,18814,6.8,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
19,67.8,8.2,7,57.7,5.0,7648,3.8,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes
24,60.4,7.6,10,74.2,3.0,14681,5.7,No,No,Yes,No,No,No,Yes,No,No,Yes,No
23,59.9,5.0,2,57.2,2.0,16374,4.4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
24,92.3,7.4,5,55.6,3.0,14961,7.3,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes
22,74.8,,2,88.4,10.0,19173,5.4,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No
20,76.5,6.2,5,73.1,9.0,10499,9.7,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes
21,75.1,8.8,4,61.2,2.0,8958,7.1,No,Yes,No,Yes,No,No,No,Yes,No,No,No
19,91.9,5.6,10,41.2,9.0,12533,5.7,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
23,72.1,7.9,7,67.8,2.0,6108,8.0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
24,79.6,5.1,4,55.3,3.0,4600,4.0,Yes,No,No,No,Yes,No,No,No,No,Yes,No
17,69.0,6.5,7,66.1,8.0,9623,5.0,Yes,No,Yes,Yes,No,No,No,No,No,No,No
23,56.5,5.1,3,79.4,8.0,21117,6.6,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
19,59.3,7.0,1,83.2,7.0,11065,4.7,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
26,66.5,5.9,4,52.1,3.0,3887,7.7,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
19,75.2,,8,75.7,6.0,9156,5.4,No,No,No,Yes,No,No,No,Yes,No,Yes,No
17,71.1,4.6,10,82.1,7.0,14496,3.1,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
19,69.2,5.6,6,77.7,5.0,19577,5.0,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes
21,66.8,6.7,6,97.8,10.0,14284,6.8,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
21,64.1,3.9,10,78.3,4.0,10286,3.5,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
17,97.6,5.1,7,99.5,3.0,14017,7.3,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
28,65.7,5.5,5,66.0,3.0,7767,6.0,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes
26,78.8,7.4,6,,1.0,17450,7.3,Yes,No,No,No,No,No,Yes,No,No,No,Yes
28,64.0,8.2,2,55.7,6.0,3088,5.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
17,74.5,7.1,2,,9.0,17133,5.4,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
19,74.4,7.2,9,85.5,1.0,11781,9.2,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes
19,68.4,4.6,8,75.5,1.0,16390,6.9,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes
17,64.0,7.4,9,72.5,10.0,10894,4.5,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
19,90.7,4.4,8,98.6,6.0,7956,3.8,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
24,84.5,6.0,10,63.4,3.0,21510,4.7,No,No,No,No,No,No,Yes,No,Yes,Yes,No
19,,5.3,3,89.3,6.0,15023,8.1,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No
26,56.2,5.9,1,63.7,10.0,12123,4.0,Yes,No,No,No,No,No,Yes,No,Yes,No,No
19,87.9,6.0,9,75.4,2.0,20006,8.1,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes
27,78.1,4.3,6,65.6,1.0,15337,6.4,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
24,81.4,7.0,2,93.1,7.0,14741,8.7,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes
25,55.8,6.7,4,52.8,6.0,10878,4.7,No,No,No,No,No,Yes,No,No,Yes,No,No
21,80.1,7.4,9,46.6,5.0,20689,7.3,No,No,No,Yes,Yes,No,No,No,No,No,No
19,82.9,6.7,3,79.9,8.0,5787,6.2,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No
19,60.1,5.5,9,84.7,8.0,7004,6.5,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes
21,71.2,7.0,2,54.1,8.0,9873,6.7,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No
18,72.0,5.8,3,90.3,10.0,21007,5.5,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
27,79.2,7.8,4,68.4,5.0,11802,5.9,No,Yes,No,No,No,No,No,Yes,No,Yes,No
22,77.3,3.8,3,71.8,3.0,4523,5.2,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,No
23,78.8,7.8,3,69.9,9.0,6461,3.7,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No
28,79.1,8.5,7,74.5,10.0,13405,6.4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
17,62.4,6.8,5,58.4,4.0,20259,4.2,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
27,59.5,6.8,9,60.1,8.0,2693,2.9,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
21,74.6,3.8,7,63.3,3.0,18342,6.4,No,No,No,No,No,No,No,No,No,No,Yes
19,68.4,7.1,9,68.8,2.0,15542,4.9,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
24,60.5,6.6,7,64.8,3.0,19429,8.7,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes
27,77.7,5.7,3,64.0,7.0,12100,4.5,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No
25,73.8,8.1,1,60.9,2.0,10550,6.3,No,No,Yes,No,Yes,No,No,No,No,Yes,No
23,69.1,6.8,2,64.1,5.0,6226,4.9,No,No,No,No,No,Yes,No,Yes,No,Yes,No
17,83.0,6.4,10,67.8,3.0,5284,3.2,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No
27,71.1,5.9,6,70.9,6.0,16154,7.0,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
28,72.0,4.4,5,60.2,3.0,13704,4.7,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes
17,73.2,4.8,4,56.9,7.0,9451,7.9,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
24,77.7,6.2,7,77.4,4.0,6964,8.5,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
20,92.2,6.3,7,58.2,10.0,3622,4.9,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No
22,73.6,8.3,7,67.4,8.0,2023,4.5,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes
21,73.6,6.0,5,79.7,1.0,9241,4.7,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
22,83.9,6.4,1,,6.0,5033,7.2,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No
28,52.6,4.5,7,54.2,4.0,12598,7.0,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes
27,75.1,6.7,5,66.4,9.0,19182,5.9,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes
19,67.3,7.6,8,42.5,3.0,10960,9.2,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
25,73.1,5.5,3,58.9,,20298,5.7,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
21,43.5,6.8,10,55.8,5.0,8647,6.9,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
17,61.5,7.2,1,57.4,5.0,10547,5.4,No,No,No,No,Yes,No,No,Yes,Yes,No,No
25,51.0,6.8,6,78.2,6.0,15434,3.9,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes
22,54.1,7.3,9,81.0,,16380,8.6,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
18,88.9,5.1,4,55.3,7.0,5248,1.9,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No
22,79.2,6.8,3,80.3,10.0,16964,1.9,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No
28,79.5,6.8,9,,4.0,9237,7.4,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes
26,64.0,7.9,4,55.3,10.0,10442,5.5,No,Yes,No,Yes,No,No,No,No,No,No,No
17,76.2,8.3,7,65.3,6.0,20631,4.7,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
27,59.4,6.9,1,76.6,6.0,9212,4.8,No,No,No,No,No,No,No,No,Yes,No,No
23,76.3,6.1,4,63.8,8.0,5078,6.4,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
25,59.7,8.2,2,54.4,9.0,2904,6.0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
18,67.4,6.3,1,76.1,10.0,11936,5.2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
24,76.0,8.4,5,61.0,2.0,6934,5.6,No,No,No,Yes,Yes,No,Yes,No,No,No,No
22,75.2,6.3,6,82.9,6.0,16387,7.4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
25,76.7,6.6,7,60.4,10.0,5840,4.4,No,No,No,Yes,No,Yes,No,No,No,No,No
20,76.3,5.4,3,69.7,6.0,12336,6.5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
25,81.9,7.0,3,75.2,2.0,20200,10.6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
22,69.2,5.3,7,63.4,10.0,16657,4.7,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes
26,74.7,7.8,8,66.3,9.0,6278,8.1,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No
18,84.0,5.8,5,64.2,3.0,13830,2.6,No,No,No,No,Yes,No,Yes,No,No,Yes,No
21,80.0,6.6,5,69.1,1.0,15630,5.4,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
21,79.2,7.7,8,71.6,3.0,2176,6.6,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No
21,83.5,7.8,1,90.4,4.0,15270,8.3,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
26,56.2,6.4,10,67.6,2.0,3220,4.1,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes
25,59.6,5.4,1,51.7,2.0,3317,6.4,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No
18,74.3,5.5,2,81.4,7.0,11544,9.6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
23,67.2,6.9,10,72.6,1.0,2648,7.5,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes
19,56.7,6.2,6,57.2,3.0,8782,5.5,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
27,86.1,5.7,1,79.9,5.0,13957,3.2,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
19,67.1,9.2,6,85.9,5.0,20661,7.7,No,No,Yes,Yes,No,No,No,No,No,Yes,No
28,59.9,6.9,9,59.7,1.0,21887,6.6,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
25,85.5,5.8,8,,,13225,5.9,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
27,78.8,5.7,6,66.2,10.0,7609,6.0,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
21,62.0,6.2,2,68.3,5.0,12699,7.7,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
18,72.9,8.4,3,63.2,3.0,4899,7.9,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes
19,67.2,5.1,3,70.4,4.0,14011,5.3,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes
22,53.1,6.0,8,53.4,4.0,17017,4.2,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
28,86.6,6.5,9,50.2,6.0,18121,9.2,No,No,No,No,No,Yes,No,Yes,No,No,No
23,71.0,7.6,9,53.6,4.0,15849,6.8,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes
19,69.9,5.9,10,,1.0,7238,5.5,No,Yes,,No,No,No,Yes,Yes,No,No,Yes
26,81.8,5.1,10,71.5,10.0,21135,1.9,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes
27,91.2,5.6,4,91.3,3.0,17335,5.0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes
26,81.0,7.3,3,60.9,2.0,19212,4.7,No,No,Yes,No,No,No,No,Yes,No,Yes,No
21,70.0,6.8,4,,2.0,12611,4.2,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No
20,81.4,8.5,7,54.6,6.0,16025,6.1,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
22,81.6,6.2,4,74.0,10.0,12466,7.3,No,No,Yes,No,Yes,No,No,No,Yes,No,No
22,66.7,5.2,8,52.0,5.0,3515,4.3,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes
22,87.6,8.7,3,77.0,8.0,19763,7.4,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
17,42.2,,7,70.2,5.0,7754,7.3,Yes,No,No,No,No,No,No,No,No,Yes,Yes
24,79.6,5.2,4,68.4,2.0,11724,7.2,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
26,76.4,4.3,4,80.4,2.0,20845,5.9,No,No,No,Yes,No,No,No,No,No,No,No
22,75.7,6.0,7,78.9,8.0,21079,7.6,No,No,No,Yes,Yes,No,No,No,Yes,No,No
22,62.5,9.7,2,68.4,2.0,12409,2.8,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
25,74.9,4.8,8,62.2,5.0,16291,4.8,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
23,63.8,7.2,1,47.3,6.0,18114,5.6,Yes,No,No,Yes,No,No,No,No,Yes,No,No
26,70.6,4.5,7,74.1,4.0,5509,3.1,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
24,65.5,5.5,4,,10.0,3586,4.2,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No
19,70.9,5.1,10,85.7,9.0,11268,4.2,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No
20,63.9,7.6,10,27.1,4.0,18821,7.2,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes
26,90.2,6.6,10,69.9,9.0,12447,6.8,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No
22,78.8,6.8,3,69.7,4.0,8935,6.5,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
28,58.0,5.1,5,58.2,10.0,5127,8.7,No,No,No,No,Yes,Yes,No,No,Yes,No,No
28,98.4,7.3,7,67.3,9.0,20491,5.3,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No
28,63.0,7.0,2,69.6,,15194,5.2,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
25,72.6,4.8,3,90.2,2.0,11109,8.3,No,No,No,No,Yes,No,No,Yes,No,No,No
17,55.5,6.7,3,82.2,9.0,11018,3.5,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes
28,70.7,9.5,7,82.0,9.0,18098,5.9,No,No,No,Yes,Yes,No,No,No,Yes,No,No
23,66.2,7.8,6,66.4,10.0,14613,3.7,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No
17,80.2,,2,71.2,5.0,15398,6.6,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No
28,87.7,6.6,10,65.6,9.0,3601,8.4,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
23,78.9,5.7,9,57.7,9.0,12077,4.3,No,Yes,Yes,,No,No,Yes,No,No,No,No
22,94.7,6.8,7,72.1,5.0,18672,8.6,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
24,64.5,8.0,2,70.4,3.0,5781,5.9,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
22,60.6,8.0,4,98.5,8.0,5333,6.4,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No
18,68.2,7.0,4,76.8,6.0,6458,5.2,Yes,No,No,No,Yes,No,No,No,No,No,No
